WOS:000330487800075,National Natural Science Foundation of China [21272021]; Beijing Natural Science Foundation [7112008]; National Key Technology RD Program [2011BAD23B01]; National Basic Research Program of China [2009CB930200]; Beijing City Education Committee [KM201010005009]; UCSB Academic Senate; US National Science Foundation
WOS:000328361100006,National Natural Science Foundation of China [61264004]; Special Fund for International Sci-Tech Cooperation Program of the Ministry of Science and Technology of China [2008DFA52210]; Key Technology Research and Development Program of Guizhou Province of China [[2011]3015]; Special Fund for Construction of Sci-Tech Innovative Talents Team of Guizhou Province of China [[2011]4002]; Fund for International Sci-Tech Cooperation Program of Guizhou Province of China [[2012]7004]; Special Fund for the Twelfth Five-Year Major Sci-Tech Program of Education Department of Guizhou Province of China [[2012]003]
WOS:000328237400001,Municipal Natural Science Foundation of Beijing [7090001]; National Natural Science Foundation of China [81202417]; National Infrastructure of Microbial Resource [NIMR-2012-3]
WOS:000324823000006,"Fundamental Research Funds for the Central Universities, China, Dong Hua University [13D110913]; Opening Project of State Key Laboratory for Modification of Chemical Fibers and Polymer Materials, Dong Hua University [13M1060102]; National Natural Science Foundation of China [51072034, 11174048, 51172042]; Cultivation Fund of the Key Scientific and Technical Innovation Project of China [708039]; Specialized Research Fund for the Doctoral Program of Higher Education [20110075130001]; Science and Technology Commission of Shanghai Municipality [12nm0503900]; Program for Professor of Special Appointment (Eastern Scholar) at Shanghai Institutions of Higher Learning; Program of Introducing Talents of Discipline to Universities of China [111-2-04]"
WOS:000324823000068,"Fundamental Research Funds for the Central Universities; National Natural Science Foundation of China-NSAF [10976007]; National Natural Science Foundation of China [51201026]; Science and Technology Foundation of China Academy of Engineering Physics [2010A0301011]; US Department of Energy, Office of Fusion Energy Science [DE-AC06-76RLO 1830]"
WOS:000329137800015,"Research Grants Council of the Hong Kong [T23-713/11]; National Natural Science Foundation of China [51273108, 91027041]; National Basic Research Program of China (973 Program) [2013CB83 4803]"
WOS:000329367600006,Key Construction Program of the National '985' project of East China Normal University [79633006]; National Natural Science Foundation of China [44106480]
WOS:000329084200022,"Capital Medical University-Clinical Research Cooperation Fund [11JL50, 13JL26]; National Natural Science Foundation of China [81371443, 81070055]; Beijing Natural Science Foundation [7112046, 7122056]; Beijing Health System High Level Health Technical Personnel Training Plan [2011-1-4]; Specialized Research Fund for the Doctoral Program of Higher Education (SRFDP) [20111107110006]"
WOS:000329084200024,"National Natural Science Foundation of China [30270507, 30371581]; Beijing Natural Science Foundation of China [7022025]; Fund of the National Ministry of Science and Technology of China [2003ccc01300]; China Postdoctoral Science Foundation"
WOS:000329084200035,"National Natural Science Foundation of China ""Study on protective mechanism of the retinal ganglial cell (RGE) of ocular ischemic syndrome (OIS)"" [81173412]; Beijing Natural Science Foundation [7122046]"
WOS:000328745100128,"Beijing Natural Science Foundation [7102040, 7132060]; National Natural Science Foundation of China [81041020, 81271311, 81241039]; Traditional Chinese Medicine, Beijing Technology Development Fund [SF-2007-III-22]; Beijing Excellent Talent Foundation [20071-D0300100062]; high-level technical training project funding of Beijing health system [2011-3-004]; Beijing city staff to go abroad preferential funding scheme"
WOS:000328360100006,National Natural Science Foundation of China [61264004]; Key Technologies Research and Development Project of Guizhou Province [[2011] (3015)]; Special Funds for Construction of Sci-Tech Innovative Talents Team of Guizhou Province [[2011] (4002)]; International Cooperation of Guizhou Province [[2012] (7004)]; Special Fund for the Twelfth Five-Year Major Sci-Tech Program of Education Department of Guizhou Province of China [[2012]003]
WOS:000328920500051,"Chinese Academy of Sciences [XDA02040100]; City University of Hong Kong [7002749]; High Performance Computing Center (HPCC) of Jilin University; NSFC [11374004, 11004076]"
WOS:000328675500002,"National Basic Research Program of China [2011CBA00200, 2011CB921200, 2011CBA00300, 2011CBA00301]; National Natural Science Foundation of China [61101137, 61201239]; 1000 Youth Fellowship program in China; RGC Grant from the HKSAR Government [700712P]"
WOS:000328737700064,"Natural Science Foundation of China [81241022, 81200407]; Natural Science Foundation of Beijing [7122045]"
WOS:000328457000017,"Research Grants Council of the Hong Kong Special Administrative Region [PolyU5187/09E, PolyU5163/12E]; Hong Kong Polytechnic University [A-SA76, RT5W]; National Natural Science Foundation of China [61125503]; Foundation for Development of Science and Technology of Shanghai [11XD1402600, 10JC1407200]; municipal government of Guangzhou [2010-kz-70, 2011J5100001]"
WOS:000328333500014,"National Natural Science Foundation of China [61371127]; Specialized Research Fund for the Doctoral Program of Higher Education [20120203110002]; Program for New Century Excellent Talents in University [NCET-12-0918, 72131855]; Important National Science and Technology Specific Projects [2013ZX03003008-004]; State Key Laboratory of Integrated Services Network [ISN090105]; 111 Project [B08038]"
